treat,vs_12_update,vg_12_update,yearssincereg,age,hhinc,female,asian,black,latino,mideastern,nativeamer,d_miss_race,d_miss_age,d_miss_hhinc,d_miss_gender,township_id,milwaukee
1,1,1,.22724162,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.55578369,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34223136,-999,37,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.23271732,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,20,45,0,0,1,0,0,0,0,0,0,0,87,1
0,0,0,.22724162,-999,37,0,1,0,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34496921,-999,40,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.13141684,-999,40,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.13141684,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,34,1,0,0,1,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.34223136,-999,40,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.34223136,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.13141684,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,40,0,1,0,0,0,0,0,1,0,0,87,1
0,1,0,.34223136,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.13141684,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.36687201,-999,24,1,0,0,1,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.21902806,-999,40,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.22724162,-999,40,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,40,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.13141684,-999,14,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,18,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.13141684,-999,15,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,22,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,.34223136,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.18343601,-999,22,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,.20260096,-999,22,0,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,38,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.23271732,-999,41,1,0,0,1,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.17248461,-999,50,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.15605749,-999,50,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.24640657,-999,34,-999,1,0,0,0,0,0,1,0,1,87,1
1,0,0,.13141684,-999,47,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.19986311,-999,49,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.46269679,-999,49,-999,1,0,0,0,0,0,1,0,1,87,1
0,0,0,.13141684,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,26,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.16974674,-999,26,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.34223136,-999,43,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.34496921,-999,34,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.17248461,-999,43,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,34,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,.17248461,-999,42,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,.22724162,18,43,-999,1,0,0,0,0,0,0,0,1,87,1
0,1,0,.50924027,-999,57,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.22724162,-999,57,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,35,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.23271732,-999,24,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.17248461,-999,34,-999,-999,-999,-999,-999,-999,1,1,0,1,87,1
0,0,0,.34223136,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.14510609,-999,42,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.13141684,-999,24,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.14510609,-999,18,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,20,15,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,.50924027,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.39698836,-999,28,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,23,0,0,0,1,0,0,0,1,0,0,87,1
0,0,1,.18617386,-999,21,1,0,0,1,0,0,0,1,0,0,87,1
0,1,0,.18617386,-999,21,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.18617386,-999,26,-999,0,0,1,0,0,0,1,0,1,87,1
0,1,0,.17248461,-999,26,0,0,0,1,0,0,0,1,0,0,87,1
1,0,1,.22724162,-999,26,1,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.18617386,19,57,-999,0,1,0,0,0,0,0,0,1,87,1
1,1,0,.17248461,18,36,0,0,1,0,0,0,0,0,0,0,87,1
0,1,1,.16153319,-999,45,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,40,-999,1,0,0,0,0,0,1,0,1,87,1
0,1,1,.16153319,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.34223136,18,30,-999,0,1,0,0,0,0,0,0,1,87,1
1,1,1,.17248461,18,44,1,0,0,0,0,0,0,0,0,0,87,1
0,1,1,.22724162,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.17248461,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.23271732,-999,29,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.13141684,-999,24,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.13141684,-999,24,-999,1,0,0,0,0,0,1,0,1,87,1
1,1,1,.17248461,-999,51,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.13141684,-999,29,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.14236824,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.27926078,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.17248461,-999,53,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.17248461,-999,32,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34223136,-999,53,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,36,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.17248461,-999,36,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34496921,-999,12,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,35,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.18343601,-999,29,-999,0,0,1,0,0,0,1,0,1,87,1
1,0,0,.13141684,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,20,26,1,0,1,0,0,0,0,0,0,0,87,1
0,1,1,.17248461,-999,36,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.13141684,-999,26,-999,0,0,1,0,0,0,1,0,1,87,1
0,1,0,.13141684,-999,36,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.34223136,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.17248461,-999,47,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.17248461,-999,42,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,18,45,1,0,1,0,0,0,0,0,0,0,87,1
1,1,0,.13141684,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.47364819,-999,24,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.22724162,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.18891171,-999,24,1,0,0,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,55,1,1,0,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,-999,26,1,1,0,0,0,0,0,1,0,0,87,1
0,1,1,.20807666,-999,24,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,1.4209446,-999,50,0,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.16153319,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,19,41,1,0,0,1,0,0,0,0,0,0,87,1
1,1,1,.34223136,-999,14,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.17248461,42,30,0,0,0,1,0,0,0,0,0,0,87,1
1,0,0,.24640657,-999,30,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,.21355236,-999,24,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,18,47,1,0,0,1,0,0,0,0,0,0,87,1
1,1,1,.13141684,-999,22,-999,0,0,1,0,0,0,1,0,1,87,1
1,0,0,.13141684,-999,37,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,34,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.22724162,-999,34,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,.22724162,-999,24,-999,0,0,1,0,0,0,1,0,1,87,1
1,0,0,.34223136,21,28,1,0,0,1,0,0,0,0,0,0,87,1
0,0,0,.20807666,-999,23,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.34496921,-999,23,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,16,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.14236824,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.16153319,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,31,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.50924027,-999,32,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.17248461,-999,37,0,0,0,0,1,0,0,1,0,0,87,1
1,1,1,.22724162,-999,34,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,-999,16,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.18343601,-999,19,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.19164956,-999,27,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.20260096,-999,27,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,12,0,0,0,1,0,0,0,1,0,0,87,1
1,0,1,.19164956,-999,35,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.19164956,-999,18,-999,0,0,0,1,0,0,1,0,1,87,1
0,1,1,.34223136,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.46269679,19,39,0,1,0,0,0,0,0,0,0,0,87,1
0,0,1,.22724162,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.34223136,-999,44,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,33,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,30,1,0,0,0,1,0,0,1,0,0,87,1
1,0,0,.13141684,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.17248461,-999,33,0,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,.13141684,-999,17,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,.17248461,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.16153319,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.16427104,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,24,0,0,0,0,1,0,0,1,0,0,87,1
1,1,1,.17248461,-999,33,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.34223136,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,.47364819,-999,35,1,0,0,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.53388089,-999,23,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,19,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.17248461,-999,12,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.22724162,-999,8,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,31,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.22724162,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.22724162,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,27,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.34223136,-999,26,-999,0,0,1,0,0,0,1,0,1,87,1
1,1,1,.13415469,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,10,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34496921,-999,21,-999,-999,-999,-999,-999,-999,1,1,0,1,87,1
0,0,0,.54483229,-999,21,0,0,0,0,1,0,0,1,0,0,87,1
0,1,0,.24640657,-999,30,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,23,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,.34223136,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.13141684,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.13141684,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.35592061,-999,31,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.36687201,-999,40,-999,1,0,0,0,0,0,1,0,1,87,1
0,0,0,.58863795,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.15605749,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,.47364819,-999,11,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.13141684,-999,32,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,.13141684,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,18,36,1,0,0,0,0,0,0,0,0,0,87,1
0,1,1,.17248461,-999,37,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,.47364819,-999,22,-999,0,0,0,1,0,0,1,0,1,87,1
1,1,1,.18617386,-999,35,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.17248461,24,40,1,0,0,0,0,0,0,0,0,0,87,1
1,1,1,.14236824,-999,15,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.15605749,-999,15,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,16,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.14236824,-999,15,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.22724162,-999,9,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,57,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,53,1,0,0,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,23,0,0,0,1,0,0,0,1,0,0,87,1
1,1,0,.34223136,18,17,1,0,1,0,0,0,0,0,0,0,87,1
0,1,0,.17248461,-999,36,1,0,0,0,0,0,0,1,0,0,87,1
1,0,0,.58863795,-999,11,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,46,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.17248461,-999,44,1,0,0,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,18,46,1,0,0,0,1,0,0,0,0,0,87,1
0,1,1,.13415469,-999,21,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.24914442,-999,23,1,0,0,0,1,0,0,1,0,0,87,1
1,1,1,.17248461,-999,15,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.24914442,-999,23,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.22724162,-999,23,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.14236824,-999,23,0,0,0,0,1,0,0,1,0,0,87,1
0,0,0,.23271732,18,17,0,0,1,0,0,0,0,0,0,0,87,1
1,1,1,.16153319,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.14236824,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.13141684,-999,7,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,33,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.13141684,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34223136,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,48,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.22724162,21,51,0,1,0,0,0,0,0,0,0,0,87,1
0,1,0,.34223136,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,45,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.34223136,-999,45,0,1,0,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,-999,40,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,40,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.13141684,-999,56,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.20260096,-999,38,-999,1,0,0,0,0,0,1,0,1,87,1
1,1,1,.17248461,-999,56,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.17248461,20,63,1,0,0,0,0,0,0,0,0,0,87,1
1,1,0,.22724162,-999,48,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.58863795,-999,11,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.13141684,-999,43,1,0,0,1,0,0,0,1,0,0,87,1
0,1,0,.22724162,-999,57,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.34496921,-999,22,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.58863795,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.17248461,-999,22,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,-999,34,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,23,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.34223136,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.34223136,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.50924027,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.17248461,20,39,-999,0,1,0,0,0,0,0,0,1,87,1
1,0,0,.13141684,-999,33,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.17248461,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.55578369,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,20,26,0,0,1,0,0,0,0,0,0,0,87,1
0,0,0,.20260096,20,26,-999,0,0,1,0,0,0,0,0,1,87,1
0,0,1,.55852157,19,45,0,0,0,0,1,0,0,0,0,0,87,1
0,0,0,.17248461,-999,47,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.16700889,-999,23,1,0,0,0,0,0,0,1,0,0,87,1
0,1,1,.50924027,-999,38,0,0,0,1,0,0,0,1,0,0,87,1
0,1,0,.13141684,21,33,1,0,0,0,0,0,0,0,0,0,87,1
1,0,0,.22724162,-999,35,1,1,0,0,0,0,0,1,0,0,87,1
0,0,0,.22724162,-999,38,-999,-999,-999,-999,-999,-999,1,1,0,1,87,1
1,1,1,.13141684,-999,40,0,0,0,0,1,0,0,1,0,0,87,1
0,1,0,.13141684,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.17248461,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,7,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.13141684,-999,36,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.22724162,-999,39,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.15605749,-999,45,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.13141684,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,44,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,.16427104,-999,48,0,0,0,1,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,29,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.17248461,-999,30,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.22724162,18,36,-999,0,1,0,0,0,0,0,0,1,87,1
1,1,1,.24914442,-999,53,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,51,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.13141684,-999,21,-999,0,0,1,0,0,0,1,0,1,87,1
1,1,1,.24914442,-999,22,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,26,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,.17248461,-999,67,1,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.57768649,20,36,1,0,0,1,0,0,0,0,0,0,87,1
1,1,1,.17248461,-999,31,-999,1,0,0,0,0,0,1,0,1,87,1
1,1,1,.17248461,-999,30,1,0,0,1,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,14,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,32,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.17248461,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.50924027,-999,18,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.34223136,-999,40,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.22724162,-999,25,1,1,0,0,0,0,0,1,0,0,87,1
0,1,1,.13141684,-999,32,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.17248461,-999,40,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,0,.17248461,-999,41,1,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,34,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,-999,38,1,0,0,1,0,0,0,1,0,0,87,1
0,0,1,.17248461,-999,26,0,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.34223136,-999,40,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.22724162,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.22724162,19,35,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,.48459959,-999,44,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.59137577,-999,10,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,.22724162,-999,15,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,15,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,26,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,.17248461,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.17248461,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.61327857,-999,19,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,30,26,0,0,1,0,0,0,0,0,0,0,87,1
0,1,1,.18617386,-999,46,-999,1,0,0,0,0,0,1,0,1,87,1
1,0,0,.17248461,-999,9,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,44,0,0,0,1,0,0,0,1,0,0,87,1
1,0,1,.46269679,-999,45,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,45,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.23271732,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,23,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.34223136,-999,32,0,0,0,1,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,28,1,0,0,0,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,25,-999,1,0,0,0,0,0,1,0,1,87,1
0,0,0,.34223136,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,0,.13141684,20,58,0,1,0,0,0,0,0,0,0,0,87,1
1,1,1,.22724162,-999,34,-999,0,0,0,1,0,0,1,0,1,87,1
0,1,1,.47638604,-999,34,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,.16974674,-999,16,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.22724162,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.55304587,-999,14,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,26,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.22724162,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.34496921,-999,45,-999,1,0,0,0,0,0,1,0,1,87,1
0,1,1,.22724162,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,.13141684,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.22724162,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.17248461,-999,18,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.16153319,-999,14,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.16153319,-999,37,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,37,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.34223136,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.55304587,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
